order_id,date,customer_id,product_category,product_name,quantity,unit_price,total_price,payment_method
3507,2023-10-11 09:00:00,CUST_545,Tech,Headphones,2,820.4,1640.8,PayPal
1782,2023-10-11 10:00:00,CUST_280,Garden,Lawnmower,1,114.89,114.89,PayPal
5108,2023-11-30 23:00:00,CUST_797,Appliances,Blender,2,877.14,1754.29,PayPal
4115,2023-12-28 17:00:00,CUST_749,Tech,Laptop,3,347.94,1043.82,Credit Card
2941,2023-11-17 11:00:00,CUST_890,Furniture,Sofa,3,854.58,2563.73,Cash
3586,2023-11-06 05:00:00,CUST_431,Tech,Smartphone,1,803.43,803.43,Debit Card
2970,2023-11-09 20:00:00,CUST_314,Appliances,Toaster,1,936.02,936.02,Credit Card
5222,2023-10-13 04:00:00,CUST_728,Tech,Smartphone,5,36.37,181.84,Debit Card
3145,2023-12-19 03:00:00,,Appliances,Microwave,3,702.91,2108.73,Cash
1770,2023-12-05 16:00:00,CUST_639,Tech,Laptop,5,36.95,184.73,PayPal
2670,2023-10-01 15:00:00,CUST_538,Tech,Tablet,1,147.96,147.96,Debit Card
2257,2023-12-05 18:00:00,CUST_493,Tech,Headphones,2,118.22,236.44,PayPal
3505,2023-10-04 14:00:00,,Appliances,Coffee Maker,3,100.53,301.58,PayPal
2845,2023-11-01 14:00:00,,Tech,Tablet,2,675.82,1351.64,Credit Card
3736,2023-11-21 02:00:00,CUST_666,Furniture,Sofa,5,799.37,3996.85,PayPal
4656,2023-12-24 07:00:00,CUST_591,Appliances,Microwave,3,693.59,2080.76,Cash
3691,2023-11-20 23:00:00,CUST_832,Garden,Lawnmower,2,622.38,1244.76,PayPal
3782,2023-12-09 02:00:00,CUST_835,Tech,Tablet,4,254.41,1017.63,PayPal
1286,2023-12-06 22:00:00,CUST_409,Tech,Headphones,5,67.64,338.22,Credit Card
3319,2023-11-10 02:00:00,CUST_728,Garden,Hose,5,36.34,181.69,Cash
2800,2023-10-29 20:00:00,,tech,Smartphone,2,-50.0,-100.0,
5093,2023-10-06 07:00:00,CUST_750,Tech,Laptop,4,189.43,757.71,PayPal
5982,2023-11-28 01:00:00,CUST_340,Home,Cushion,1,913.45,913.45,PayPal
5212,2023-10-12 23:00:00,CUST_409,Tech,Headphones,5,83.26,416.28,Debit Card
1424,2023-11-27 15:00:00,CUST_190,Home,Vase,2,686.49,1372.98,Debit Card
2830,2023-11-27 00:00:00,,Furniture,Chair,5,631.18,3155.89,PayPal
2076,2023-12-25 08:00:00,CUST_742,Tech,Laptop,4,76.95,307.82,PayPal
2794,2023-10-24 03:00:00,CUST_323,Furniture,Chair,4,892.61,3570.45,Cash
2501,2023-12-05 19:00:00,CUST_372,Home,Mirror,4,576.8,2307.18,PayPal
1563,2023-11-13 08:00:00,CUST_547,Garden,Pot,1,35.82,35.82,Cash
1291,2023-12-04 01:00:00,CUST_146,Appliances,Toaster,1,892.24,892.24,Credit Card
3045,2023-10-18 02:00:00,CUST_305,Home,Lamp,2,817.52,1635.05,Debit Card
2123,2023-12-03 09:00:00,CUST_143,Tech,Laptop,4,771.23,3084.92,Credit Card
2862,2023-12-29 06:00:00,CUST_948,Garden,Shovel,3,292.89,878.67,Cash
4482,2023-11-14 11:00:00,CUST_617,Garden,Lawnmower,5,754.39,3771.94,Cash
1267,2023-10-10 10:00:00,CUST_211,Garden,Pot,2,165.12,330.23,Cash
5742,2023-11-06 12:00:00,CUST_899,Garden,Pot,5,861.2,4306.0,Debit Card
4968,2023-11-30 12:00:00,CUST_703,Home,Lamp,2,18.48,36.95,Credit Card
4591,2023-11-02 23:00:00,CUST_981,Tech,Headphones,4,767.56,3070.23,Cash
2389,2023-12-29 02:00:00,CUST_961,Garden,Shovel,1,116.33,116.33,Cash
2923,2023-12-02 03:00:00,CUST_407,Home,Vase,3,302.45,907.34,Debit Card
1965,2023-10-01 08:00:00,CUST_620,Furniture,Bookshelf,5,961.87,4809.35,Cash
1252,2023-11-25 23:00:00,CUST_234,Furniture,Bookshelf,5,219.4,1097.0,PayPal
4708,2023-12-10 20:00:00,CUST_843,Garden,Lawnmower,3,122.47,367.41,Cash
3891,2023-10-05 02:00:00,CUST_626,Tech,Laptop,5,447.58,2237.89,PayPal
1050,2023-11-04 16:00:00,CUST_510,Garden,Pot,2,209.17,418.35,Debit Card
5267,2023-12-12 18:00:00,CUST_135,Garden,Hose,5,109.07,545.36,Debit Card
1872,2023-12-22 09:00:00,CUST_815,Garden,Lawnmower,2,760.26,1520.52,Debit Card
3926,2023-12-22 14:00:00,CUST_513,Appliances,Coffee Maker,1,541.74,541.74,Cash
1389,2023-12-02 11:00:00,CUST_496,Appliances,Microwave,3,92.35,277.05,Debit Card
3464,2023-11-30 13:00:00,CUST_385,Furniture,Bookshelf,1,952.56,952.56,Credit Card
1133,2023-11-25 16:00:00,CUST_812,Garden,Lawnmower,4,422.49,1689.94,Cash
3792,2023-11-22 02:00:00,CUST_180,Appliances,Microwave,1,978.89,978.89,Cash
3698,2023-11-06 02:00:00,CUST_128,Tech,Laptop,3,459.85,1379.55,Debit Card
1248,2023-12-06 06:00:00,CUST_236,Home,Cushion,1,636.48,636.48,Credit Card
3544,2023-11-11 21:00:00,CUST_531,Home,Vase,3,932.59,2797.78,Cash
4628,2023-11-18 19:00:00,CUST_234,Tech,Laptop,1,398.24,398.24,Debit Card
5744,2023-11-02 08:00:00,CUST_190,Appliances,Blender,1,662.32,662.32,PayPal
2613,2023-12-04 10:00:00,CUST_504,Tech,Laptop,3,195.99,587.97,PayPal
1971,2023-10-28 00:00:00,CUST_880,Appliances,Toaster,2,882.85,1765.7,PayPal
4554,2023-12-06 18:00:00,CUST_401,Appliances,Microwave,5,50.42,252.12,Credit Card
3785,2023-10-08 20:00:00,CUST_459,Furniture,Table,5,39.17,195.84,Debit Card
5268,2023-12-03 07:00:00,CUST_836,Tech,Tablet,5,341.82,1709.1,Debit Card
3130,2023-12-06 08:00:00,,Appliances,Microwave,3,375.09,1125.28,Debit Card
2309,2023-12-20 15:00:00,CUST_448,Appliances,Microwave,3,311.11,933.33,Cash
1201,2023-10-31 09:00:00,CUST_289,Appliances,Coffee Maker,1,706.28,706.28,PayPal
3767,2023-11-22 15:00:00,CUST_943,Garden,Pot,5,208.27,1041.35,Cash
1202,2023-12-05 20:00:00,CUST_617,Appliances,Blender,3,907.17,2721.52,Credit Card
1447,2023-10-13 00:00:00,CUST_183,Home,Vase,3,910.08,2730.23,Cash
2809,2023-10-28 04:00:00,CUST_686,Tech,Tablet,4,107.4,429.59,Credit Card
2277,2023-10-10 19:00:00,CUST_586,Furniture,Sofa,2,226.12,452.24,Debit Card
5808,2023-11-07 10:00:00,CUST_258,Furniture,Sofa,3,185.57,556.72,PayPal
2107,2023-12-26 15:00:00,CUST_865,Tech,Smartphone,2,772.46,1544.91,Debit Card
4135,2023-11-11 22:00:00,,Appliances,Toaster,5,476.61,2383.03,Cash
4097,2023-12-15 11:00:00,CUST_297,Home,Cushion,1,661.59,661.59,Credit Card
5577,2023-11-17 10:00:00,CUST_150,Tech,Laptop,4,133.62,534.47,PayPal
1461,2023-10-19 09:00:00,CUST_477,Garden,Shovel,2,320.72,641.44,Credit Card
3750,2023-10-24 01:00:00,CUST_521,Garden,Lawnmower,1,180.55,180.55,Debit Card
2783,2023-10-07 15:00:00,CUST_747,Home,Mirror,4,292.13,1168.5,PayPal
2121,2023-11-28 01:00:00,CUST_369,Home,Lamp,2,469.0,938.0,Credit Card
4529,2023-12-11 02:00:00,CUST_554,Home,Cushion,4,44.77,179.06,Credit Card
1376,2023-10-20 14:00:00,CUST_599,Tech,Smartphone,1,585.22,585.22,PayPal
1410,2023-10-12 17:00:00,CUST_691,Furniture,Bookshelf,2,253.07,506.13,Cash
2799,2023-10-13 06:00:00,CUST_562,Home,Cushion,5,91.16,455.82,Credit Card
5144,2023-10-13 23:00:00,CUST_850,Home,Cushion,4,767.65,3070.6,Cash
4154,2023-11-01 21:00:00,CUST_139,Furniture,Sofa,3,663.06,1989.17,Debit Card
2775,2023-12-01 23:00:00,CUST_683,Tech,Smartphone,3,211.1,633.31,Credit Card
1557,2023-11-01 22:00:00,CUST_884,Garden,Shovel,2,196.77,393.54,Cash
2217,2023-11-06 00:00:00,CUST_792,Home,Mirror,2,615.31,1230.62,Cash
1352,2023-12-26 06:00:00,CUST_528,Home,Mirror,4,542.6,2170.41,PayPal
1274,2023-10-27 01:00:00,CUST_615,Appliances,Microwave,5,469.88,2349.38,Debit Card
2880,2023-11-30 14:00:00,CUST_721,Home,Lamp,4,446.76,1787.04,
4776,2023-11-29 16:00:00,CUST_913,Tech,Laptop,5,647.1,3235.5,PayPal
1412,2023-10-16 00:00:00,CUST_821,Garden,Pot,5,188.27,941.37,Debit Card
3217,2023-10-08 10:00:00,CUST_943,Furniture,Sofa,2,432.67,865.34,Debit Card
3328,2023-11-30 09:00:00,CUST_990,Garden,Lawnmower,3,568.91,1706.74,Cash
3409,2023-10-11 16:00:00,CUST_693,Appliances,Toaster,1,672.14,672.14,Cash
3498,2023-10-30 18:00:00,CUST_195,Tech,Smartphone,3,427.28,1281.84,Credit Card
2361,2023-10-24 23:00:00,CUST_376,Home,Vase,2,779.89,1559.78,Credit Card
5781,2023-12-21 12:00:00,CUST_716,Tech,Headphones,4,872.4,3489.58,Cash
4449,2023-10-21 18:00:00,CUST_717,Tech,Smartphone,3,843.17,2529.52,Debit Card
5792,2023-11-18 02:00:00,CUST_473,Appliances,Blender,2,593.35,1186.7,Cash
5320,2023-11-03 06:00:00,,Tech,Laptop,3,246.2,738.59,
4345,2023-12-07 02:00:00,,Garden,Hose,1,918.99,918.99,Cash
4290,2023-10-27 08:00:00,CUST_356,Appliances,Microwave,5,832.59,4162.97,Cash
2863,2023-12-26 13:00:00,CUST_919,Appliances,Toaster,1,673.03,673.03,PayPal
5460,2023-10-25 09:00:00,CUST_284,Furniture,Sofa,1,306.34,306.34,
2453,2023-11-05 15:00:00,CUST_449,Appliances,Coffee Maker,2,144.58,289.15,PayPal
1513,2023-10-01 05:00:00,CUST_854,Garden,Shovel,5,737.45,3687.25,Cash
5739,2023-11-29 02:00:00,CUST_164,Appliances,Microwave,5,245.92,1229.6,Debit Card
5153,2023-11-12 01:00:00,CUST_102,Garden,Lawnmower,1,494.24,494.24,Debit Card
2879,2023-12-30 01:00:00,CUST_980,Home,Lamp,2,699.02,1398.03,Cash
1921,2023-12-20 06:00:00,CUST_374,Home,Mirror,2,774.36,1548.72,Debit Card
4025,2023-11-13 03:00:00,CUST_798,Appliances,Coffee Maker,2,545.4,1090.8,Cash
3675,2023-12-24 16:00:00,CUST_473,Tech,Headphones,5,231.62,1158.09,PayPal
3473,2023-10-02 10:00:00,CUST_971,Tech,Laptop,4,759.9,3039.6,Credit Card
4882,2023-10-03 20:00:00,CUST_515,Appliances,Microwave,5,154.46,772.28,Credit Card
1474,2023-10-03 19:00:00,CUST_548,Garden,Hose,3,405.47,1216.4,Cash
5442,2023-12-25 16:00:00,CUST_999,Appliances,Microwave,4,900.42,3601.67,Cash
2608,2023-12-08 16:00:00,CUST_233,Tech,Laptop,4,299.2,1196.82,Debit Card
3200,2023-10-09 05:00:00,CUST_965,appliances,Toaster,3,-50.0,-150.0,
2744,2023-11-30 17:00:00,CUST_832,Home,Cushion,4,965.56,3862.23,PayPal
4760,2023-12-09 18:00:00,CUST_121,Garden,Shovel,3,353.21,1059.63,
3587,2023-12-18 22:00:00,CUST_306,Garden,Shovel,3,807.85,2423.54,PayPal
1448,2023-11-17 21:00:00,CUST_962,Home,Vase,1,360.27,360.27,Credit Card
1480,2023-10-06 08:00:00,,Furniture,Bookshelf,5,410.22,2051.08,
4848,2023-10-15 04:00:00,CUST_512,Home,Cushion,4,729.91,2919.63,Debit Card
3798,2023-11-26 15:00:00,CUST_790,Furniture,Sofa,5,714.06,3570.28,Credit Card
4542,2023-10-27 18:00:00,CUST_344,Home,Mirror,4,665.67,2662.67,Cash
4257,2023-11-20 08:00:00,CUST_462,Appliances,Coffee Maker,4,34.01,136.06,Debit Card
5151,2023-12-20 17:00:00,CUST_328,Appliances,Blender,1,775.27,775.27,PayPal
4649,2023-11-20 06:00:00,CUST_262,Appliances,Blender,2,974.3,1948.6,Credit Card
4906,2023-10-13 06:00:00,CUST_113,Home,Cushion,1,619.9,619.9,Cash
3732,2023-11-13 17:00:00,CUST_617,Garden,Lawnmower,3,885.48,2656.44,Cash
4356,2023-10-05 21:00:00,CUST_143,Appliances,Microwave,2,384.69,769.39,Cash
2482,2023-11-06 04:00:00,CUST_736,Home,Vase,2,728.5,1457.0,Cash
1358,2023-10-19 14:00:00,CUST_142,Appliances,Microwave,2,797.22,1594.43,Cash
1874,2023-10-13 05:00:00,CUST_984,Garden,Hose,2,610.83,1221.66,Debit Card
5188,2023-11-06 05:00:00,CUST_521,Home,Mirror,3,716.43,2149.28,Credit Card
3927,2023-12-03 22:00:00,CUST_121,Appliances,Coffee Maker,5,643.21,3216.07,Debit Card
4533,2023-12-13 07:00:00,CUST_274,Appliances,Blender,2,922.61,1845.21,Cash
4799,2023-10-20 03:00:00,CUST_867,Tech,Tablet,5,901.71,4508.56,Cash
1714,2023-11-23 18:00:00,CUST_802,Appliances,Coffee Maker,1,93.34,93.34,PayPal
5825,2023-12-27 10:00:00,CUST_934,Appliances,Coffee Maker,3,248.77,746.3,Credit Card
4200,2023-11-11 13:00:00,CUST_394,garden,Lawnmower,3,-50.0,-150.0,
2100,2023-10-13 01:00:00,CUST_281,furniture,Table,2,680.87,1361.74,
5058,2023-11-10 21:00:00,CUST_874,Tech,Headphones,1,697.02,697.02,PayPal
1939,2023-11-26 00:00:00,CUST_140,Garden,Shovel,4,455.02,1820.06,Debit Card
5353,2023-11-06 07:00:00,CUST_298,Tech,Smartphone,5,171.17,855.86,Debit Card
5845,2023-10-03 13:00:00,,Furniture,Bookshelf,3,167.84,503.51,Cash
2020,2023-10-05 17:00:00,,Furniture,Sofa,2,827.25,1654.51,
1705,2023-12-09 02:00:00,,Appliances,Coffee Maker,3,41.83,125.49,Debit Card
3018,2023-10-06 03:00:00,CUST_868,Garden,Lawnmower,1,731.47,731.47,Cash
1195,2023-11-16 02:00:00,,Tech,Tablet,5,366.02,1830.11,Credit Card
5146,2023-11-25 15:00:00,CUST_375,Appliances,Microwave,5,707.78,3538.9,Debit Card
5757,2023-10-05 08:00:00,CUST_969,Tech,Headphones,1,54.11,54.11,Credit Card
1908,2023-10-23 21:00:00,CUST_140,Home,Lamp,5,448.31,2241.57,PayPal
3979,2023-12-24 01:00:00,CUST_248,Tech,Tablet,3,498.77,1496.32,PayPal
4974,2023-10-06 11:00:00,CUST_903,Garden,Lawnmower,5,577.31,2886.57,PayPal
2774,2023-10-09 22:00:00,CUST_124,Garden,Hose,5,98.78,493.92,PayPal
4991,2023-12-12 12:00:00,CUST_646,Appliances,Coffee Maker,3,293.88,881.64,Credit Card
1594,2023-12-19 17:00:00,CUST_358,Tech,Tablet,1,664.55,664.55,Cash
5015,2023-10-19 05:00:00,CUST_326,Tech,Headphones,4,352.07,1408.29,Cash
1440,2023-11-01 00:00:00,CUST_331,Furniture,Bookshelf,1,165.99,165.99,
4600,2023-12-04 06:00:00,,furniture,Table,5,-50.0,-250.0,
5265,2023-12-06 15:00:00,CUST_988,Garden,Lawnmower,5,420.85,2104.27,Debit Card
2383,2023-11-05 22:00:00,CUST_991,Home,Mirror,2,15.59,31.18,Credit Card
1010,2023-10-16 17:00:00,CUST_697,Home,Vase,4,317.9,1271.6,Cash
3457,2023-12-15 19:00:00,CUST_629,Tech,Laptop,2,760.37,1520.74,PayPal
2291,2023-12-22 03:00:00,CUST_752,Tech,Laptop,3,556.08,1668.23,Debit Card
5124,2023-12-30 07:00:00,CUST_486,Tech,Tablet,5,790.34,3951.71,Credit Card
4546,2023-11-10 10:00:00,CUST_600,Garden,Pot,5,594.44,2972.18,Debit Card
1093,2023-10-11 14:00:00,CUST_236,Furniture,Table,2,70.37,140.75,Debit Card
3753,2023-12-19 14:00:00,CUST_367,Home,Mirror,5,307.47,1537.37,Credit Card
3867,2023-10-23 18:00:00,CUST_898,Tech,Headphones,5,906.75,4533.74,Debit Card
4263,2023-11-11 15:00:00,CUST_400,Garden,Pot,1,472.91,472.91,Credit Card
5978,2023-11-04 02:00:00,CUST_672,Tech,Headphones,1,439.95,439.95,Debit Card
5908,2023-10-06 09:00:00,CUST_466,Home,Lamp,4,179.18,716.71,Debit Card
4755,2023-12-05 22:00:00,CUST_500,Furniture,Sofa,2,679.53,1359.06,Debit Card
1292,2023-12-04 04:00:00,CUST_715,Furniture,Table,4,552.2,2208.8,Credit Card
1788,2023-10-26 06:00:00,CUST_506,Furniture,Table,1,819.85,819.85,Credit Card
5879,2023-12-10 17:00:00,CUST_217,Tech,Laptop,5,366.44,1832.22,Credit Card
5009,2023-11-15 18:00:00,CUST_208,Home,Vase,1,586.49,586.49,Debit Card
1822,2023-12-02 22:00:00,CUST_261,Tech,Headphones,2,298.07,596.14,Credit Card
3956,2023-11-08 06:00:00,CUST_188,Furniture,Sofa,2,459.1,918.21,Cash
2431,2023-12-18 06:00:00,CUST_974,Furniture,Chair,2,178.71,357.42,Cash
5604,2023-11-07 12:00:00,CUST_445,Garden,Shovel,5,873.53,4367.65,Credit Card
5496,2023-12-08 14:00:00,CUST_501,Appliances,Microwave,4,189.28,757.14,Debit Card
5166,2023-10-12 09:00:00,CUST_266,Home,Lamp,3,149.21,447.64,Cash
3697,2023-12-07 08:00:00,CUST_281,Tech,Tablet,5,952.72,4763.62,Debit Card
4353,2023-10-06 08:00:00,CUST_268,Garden,Pot,5,142.24,711.21,Credit Card
4585,2023-10-05 21:00:00,,Home,Mirror,2,906.89,1813.77,Credit Card
3800,2023-10-27 07:00:00,CUST_728,appliances,Blender,2,-50.0,-100.0,
5648,2023-12-03 20:00:00,CUST_704,Appliances,Toaster,5,219.58,1097.91,Credit Card
3804,2023-11-19 11:00:00,CUST_603,Tech,Tablet,2,940.83,1881.66,PayPal
1302,2023-10-15 08:00:00,CUST_794,Garden,Hose,1,176.69,176.69,Debit Card
4620,2023-12-08 10:00:00,CUST_599,Furniture,Bookshelf,2,156.57,313.14,
4929,2023-12-29 21:00:00,CUST_250,Appliances,Microwave,3,620.53,1861.58,Debit Card
3807,2023-10-23 03:00:00,CUST_189,Tech,Laptop,5,858.83,4294.14,PayPal
3664,2023-11-23 05:00:00,CUST_275,Furniture,Table,3,501.32,1503.96,PayPal
5207,2023-10-24 07:00:00,CUST_383,Home,Mirror,3,910.01,2730.02,Credit Card
3119,2023-11-25 11:00:00,CUST_945,Tech,Headphones,1,544.8,544.8,Debit Card
3908,2023-12-28 18:00:00,CUST_426,Tech,Headphones,3,247.29,741.88,Credit Card
2509,2023-12-01 09:00:00,CUST_336,Furniture,Chair,3,765.89,2297.68,Credit Card
4689,2023-11-10 13:00:00,CUST_716,Home,Cushion,1,93.97,93.97,PayPal
4285,2023-10-23 20:00:00,,Home,Lamp,4,749.42,2997.69,Credit Card
3150,2023-12-05 16:00:00,CUST_352,Garden,Lawnmower,4,944.1,3776.42,Cash
2974,2023-10-11 18:00:00,CUST_580,Home,Mirror,2,559.63,1119.25,Credit Card
1488,2023-10-03 02:00:00,CUST_454,Home,Vase,4,262.05,1048.22,Cash
1837,2023-11-08 20:00:00,CUST_709,Appliances,Toaster,2,551.7,1103.39,Cash
1869,2023-12-25 17:00:00,CUST_690,Appliances,Microwave,4,62.96,251.85,Credit Card
4910,2023-10-01 12:00:00,CUST_611,Appliances,Microwave,1,756.56,756.56,PayPal
4004,2023-12-21 19:00:00,CUST_229,Home,Vase,2,968.73,1937.46,PayPal
4766,2023-12-12 01:00:00,CUST_628,Home,Mirror,2,518.34,1036.68,Cash
3748,2023-12-28 22:00:00,CUST_245,Appliances,Blender,5,83.57,417.87,Credit Card
4239,2023-12-15 01:00:00,CUST_929,Tech,Smartphone,5,116.82,584.1,Cash
3984,2023-12-20 18:00:00,CUST_997,Home,Mirror,5,47.58,237.92,Credit Card
3632,2023-12-10 01:00:00,CUST_534,Tech,Laptop,3,456.64,1369.93,Debit Card
3619,2023-10-14 03:00:00,CUST_549,Tech,Headphones,1,697.38,697.38,Credit Card
5181,2023-12-19 01:00:00,CUST_710,Tech,Tablet,2,217.94,435.88,Credit Card
5468,2023-10-17 19:00:00,CUST_955,Appliances,Toaster,1,753.61,753.61,Debit Card
4885,2023-12-13 19:00:00,,Appliances,Coffee Maker,2,664.0,1328.0,Cash
2803,2023-10-07 01:00:00,CUST_579,Furniture,Chair,2,656.5,1313.01,Credit Card
3325,2023-10-10 22:00:00,,Garden,Shovel,2,673.75,1347.51,PayPal
1127,2023-11-24 15:00:00,CUST_229,Appliances,Microwave,4,803.12,3212.49,Cash
5868,2023-11-01 11:00:00,CUST_272,Tech,Smartphone,2,820.32,1640.65,Debit Card
5743,2023-10-09 12:00:00,CUST_144,Tech,Tablet,1,743.94,743.94,Cash
2347,2023-10-01 18:00:00,CUST_739,Appliances,Microwave,2,670.84,1341.68,Credit Card
1700,2023-10-31 01:00:00,CUST_848,home,Vase,4,646.12,2584.46,
4702,2023-11-23 04:00:00,CUST_206,Appliances,Toaster,3,356.21,1068.62,Cash
5140,2023-11-28 11:00:00,,Tech,Smartphone,5,374.25,1871.27,
1022,2023-10-13 22:00:00,CUST_147,Furniture,Bookshelf,2,56.59,113.18,PayPal
3627,2023-10-17 18:00:00,CUST_320,Garden,Lawnmower,3,226.01,678.02,Credit Card
3015,2023-12-08 16:00:00,CUST_324,Furniture,Table,3,190.34,571.03,Cash
1112,2023-12-22 06:00:00,CUST_546,Tech,Tablet,2,700.13,1400.25,PayPal
5272,2023-10-06 06:00:00,CUST_670,Home,Lamp,5,842.13,4210.67,PayPal
4857,2023-10-15 04:00:00,CUST_233,Home,Lamp,5,64.31,321.57,PayPal
4133,2023-11-22 15:00:00,CUST_293,Home,Cushion,1,756.66,756.66,PayPal
4923,2023-11-17 16:00:00,CUST_558,Tech,Headphones,3,249.96,749.88,PayPal
5514,2023-11-13 14:00:00,CUST_314,Garden,Hose,4,619.97,2479.89,Credit Card
1160,2023-11-02 09:00:00,CUST_858,Tech,Headphones,4,116.9,467.6,
5223,2023-10-15 18:00:00,CUST_703,Garden,Hose,1,246.63,246.63,Debit Card
1161,2023-12-27 16:00:00,CUST_404,Garden,Hose,4,369.44,1477.75,Credit Card
1589,2023-10-12 04:00:00,CUST_282,Appliances,Microwave,5,276.41,1382.07,Cash
1038,2023-10-21 02:00:00,CUST_102,Garden,Lawnmower,5,398.65,1993.24,Cash
1690,2023-10-08 13:00:00,,Appliances,Coffee Maker,5,234.45,1172.24,Credit Card
2804,2023-10-29 13:00:00,CUST_719,Home,Vase,4,23.68,94.71,Credit Card
4434,2023-10-31 01:00:00,CUST_146,Home,Vase,3,106.19,318.56,PayPal
4830,2023-10-23 11:00:00,CUST_556,Furniture,Sofa,1,337.13,337.13,Cash
4125,2023-10-25 05:00:00,CUST_245,Home,Lamp,3,895.39,2686.18,Credit Card
5833,2023-11-27 17:00:00,CUST_488,Home,Cushion,2,527.22,1054.45,Credit Card
2852,2023-12-25 02:00:00,CUST_916,Appliances,Blender,5,52.22,261.08,Credit Card
3108,2023-10-15 09:00:00,CUST_424,Appliances,Blender,1,107.74,107.74,Credit Card
3047,2023-12-05 16:00:00,CUST_380,Furniture,Table,1,984.29,984.29,PayPal
1581,2023-10-12 22:00:00,CUST_409,Tech,Smartphone,4,580.48,2321.91,Credit Card
1603,2023-12-03 18:00:00,CUST_519,Furniture,Table,3,378.4,1135.19,Cash
4691,2023-12-01 17:00:00,CUST_246,Garden,Shovel,5,577.1,2885.5,Cash
1695,2023-11-27 21:00:00,CUST_574,Appliances,Coffee Maker,3,531.3,1593.91,Credit Card
1393,2023-10-07 01:00:00,CUST_490,Furniture,Table,5,371.31,1856.55,Cash
3320,2023-10-31 20:00:00,CUST_537,Appliances,Microwave,1,132.76,132.76,
3127,2023-11-09 06:00:00,CUST_968,Tech,Tablet,2,227.66,455.32,PayPal
4118,2023-10-31 10:00:00,CUST_457,Appliances,Coffee Maker,4,376.18,1504.73,PayPal
2440,2023-11-07 08:00:00,,Furniture,Bookshelf,3,771.59,2314.78,
1095,2023-12-13 12:00:00,CUST_116,Garden,Hose,4,155.37,621.47,PayPal
2496,2023-12-10 01:00:00,CUST_499,Tech,Laptop,3,173.33,519.98,Cash
3469,2023-10-15 18:00:00,CUST_931,Home,Cushion,4,794.09,3176.34,Credit Card
3437,2023-12-21 09:00:00,CUST_164,Appliances,Toaster,5,743.94,3719.69,Credit Card
5885,2023-11-20 11:00:00,CUST_628,Appliances,Microwave,1,920.46,920.46,Debit Card
5964,2023-12-20 14:00:00,CUST_141,Garden,Shovel,5,570.06,2850.31,Debit Card
5587,2023-11-05 04:00:00,CUST_775,Garden,Hose,4,56.62,226.47,Debit Card
2458,2023-10-05 00:00:00,CUST_707,Tech,Headphones,3,74.08,222.24,PayPal
4782,2023-11-22 15:00:00,CUST_827,Appliances,Microwave,5,964.2,4821.01,PayPal
5165,2023-10-05 03:00:00,CUST_278,Appliances,Blender,5,43.02,215.09,Debit Card
3474,2023-12-04 03:00:00,CUST_303,Garden,Pot,2,785.12,1570.24,Cash
4392,2023-11-28 22:00:00,CUST_430,Tech,Headphones,5,668.52,3342.61,Debit Card
4080,2023-10-19 14:00:00,CUST_835,Appliances,Toaster,1,663.1,663.1,
4884,2023-11-16 03:00:00,CUST_425,Furniture,Table,5,770.95,3854.77,Credit Card
4877,2023-11-11 06:00:00,CUST_603,Furniture,Sofa,5,888.35,4441.77,PayPal
5579,2023-12-01 00:00:00,CUST_116,Tech,Smartphone,1,530.66,530.66,PayPal
5903,2023-10-06 08:00:00,CUST_588,Furniture,Chair,5,585.19,2925.97,Credit Card
5064,2023-11-16 21:00:00,CUST_213,Garden,Hose,4,873.99,3495.97,Cash
4394,2023-11-16 06:00:00,CUST_634,Appliances,Microwave,2,671.37,1342.74,Credit Card
4095,2023-10-29 05:00:00,CUST_186,Appliances,Toaster,4,71.85,287.41,Debit Card
4811,2023-12-30 15:00:00,CUST_348,Home,Lamp,5,243.77,1218.83,Debit Card
2925,2023-12-07 14:00:00,CUST_596,Appliances,Toaster,5,78.1,390.51,PayPal
4621,2023-11-15 15:00:00,CUST_335,Home,Lamp,5,143.58,717.9,Cash
5620,2023-11-15 08:00:00,,Tech,Headphones,4,597.39,2389.55,
3856,2023-10-15 14:00:00,CUST_334,Tech,Tablet,3,557.22,1671.65,PayPal
5018,2023-10-31 17:00:00,CUST_758,Garden,Pot,4,996.01,3984.03,Cash
3324,2023-11-14 17:00:00,CUST_299,Home,Mirror,4,739.91,2959.63,Debit Card
3818,2023-10-16 19:00:00,CUST_628,Tech,Laptop,3,309.9,929.71,Debit Card
3707,2023-12-10 16:00:00,CUST_596,Home,Vase,4,720.96,2883.85,Credit Card
1019,2023-10-27 04:00:00,CUST_805,Garden,Hose,5,699.53,3497.64,Credit Card
3871,2023-12-29 08:00:00,CUST_712,Tech,Tablet,2,952.97,1905.94,Credit Card
4157,2023-12-26 11:00:00,CUST_504,Furniture,Chair,4,850.42,3401.68,PayPal
1634,2023-10-17 00:00:00,CUST_914,Furniture,Chair,4,725.96,2903.83,Credit Card
3822,2023-12-06 01:00:00,CUST_342,Tech,Laptop,5,804.88,4024.4,Debit Card
2980,2023-11-12 12:00:00,,Furniture,Sofa,5,200.2,1000.98,
2476,2023-10-13 02:00:00,CUST_268,Home,Cushion,5,921.24,4606.21,Cash
2261,2023-10-30 18:00:00,CUST_539,Garden,Lawnmower,4,613.54,2454.16,Cash
5455,2023-10-06 04:00:00,,Furniture,Chair,3,440.5,1321.49,Credit Card
